MSTRG.2	Zm00001d027230
MSTRG.46179	Zm00001d039099
MSTRG.46180	Zm00001d039100
MSTRG.46181	Zm00001d039102
MSTRG.46182	Zm00001d039103
MSTRG.46183	Zm00001d039101
MSTRG.46184	Zm00001d039104
MSTRG.46188	Zm00001d039105
MSTRG.46189	Zm00001d039106
MSTRG.46192	Zm00001d039108
MSTRG.46194	Zm00001d039109
MSTRG.46194	Zm00001d039110
MSTRG.46195	Zm00001d039120
MSTRG.46196	Zm00001d039115
MSTRG.46197	Zm00001d039111
MSTRG.46198	Zm00001d039112
MSTRG.46200	Zm00001d039113
MSTRG.46202	Zm00001d039116
MSTRG.46203	Zm00001d039118
MSTRG.46204	Zm00001d039119
MSTRG.46206	Zm00001d039121
MSTRG.46208	Zm00001d039123
MSTRG.46209	Zm00001d039125
MSTRG.46210	Zm00001d039126
MSTRG.46211	Zm00001d039127
MSTRG.46212	Zm00001d039215
MSTRG.46218	Zm00001d039226
MSTRG.46221	Zm00001d039230
MSTRG.46222	Zm00001d039231
MSTRG.46224	Zm00001d018595
MSTRG.46225	Zm00001d018591
MSTRG.46226	Zm00001d018593
MSTRG.46227	Zm00001d018594
MSTRG.46229	Zm00001d039221
MSTRG.46231	Zm00001d039216
MSTRG.46233	Zm00001d039217
MSTRG.46234	Zm00001d039218
MSTRG.46235	Zm00001d039219
MSTRG.46237	Zm00001d039222
MSTRG.46242	Zm00001d039224
MSTRG.46244	Zm00001d018596
MSTRG.46245	Zm00001d039132
MSTRG.46245	Zm00001d039133
MSTRG.46246	Zm00001d039129
MSTRG.46247	Zm00001d039130
MSTRG.46250	Zm00001d039131
MSTRG.46251	Zm00001d039135
MSTRG.46253	Zm00001d039134
MSTRG.46256	Zm00001d039136
MSTRG.46258	Zm00001d039138
MSTRG.46260	Zm00001d039145
MSTRG.46261	Zm00001d039139
MSTRG.46262	Zm00001d039140
MSTRG.46263	Zm00001d039141
MSTRG.46264	Zm00001d039142
MSTRG.46265	Zm00001d039143
MSTRG.46266	Zm00001d039144
MSTRG.46270	Zm00001d039146
MSTRG.46273	Zm00001d039147
MSTRG.46274	Zm00001d039148
MSTRG.46277	Zm00001d039155
MSTRG.46278	Zm00001d039150
MSTRG.46279	Zm00001d039151
MSTRG.46280	Zm00001d039152
MSTRG.46281	Zm00001d039153
MSTRG.46282	Zm00001d039154
MSTRG.46283	Zm00001d039156
MSTRG.46284	Zm00001d039160
MSTRG.46285	Zm00001d039157
MSTRG.46286	Zm00001d039158
MSTRG.46288	Zm00001d039161
MSTRG.46289	Zm00001d039162
MSTRG.46291	Zm00001d039163
MSTRG.46292	Zm00001d039165
MSTRG.46293	Zm00001d039166
MSTRG.46295	Zm00001d039167
MSTRG.46297	Zm00001d039168
MSTRG.46298	Zm00001d039169
MSTRG.46299	Zm00001d039170
MSTRG.46300	Zm00001d039171
MSTRG.46301	Zm00001d039173
MSTRG.46302	Zm00001d039177
MSTRG.46302	Zm00001d039179
MSTRG.46302	Zm00001d039180
MSTRG.46304	Zm00001d039174
MSTRG.46305	Zm00001d039176
MSTRG.46306	Zm00001d039175
MSTRG.46308	Zm00001d039181
MSTRG.46313	Zm00001d039182
MSTRG.46317	Zm00001d039183
MSTRG.46318	Zm00001d039192
MSTRG.46319	Zm00001d039184
MSTRG.46320	Zm00001d039185
MSTRG.46324	Zm00001d039187
MSTRG.46325	Zm00001d039188
MSTRG.46326	Zm00001d039189
MSTRG.46327	Zm00001d039190
MSTRG.46328	Zm00001d039193
MSTRG.46331	Zm00001d039194
MSTRG.46332	Zm00001d039195
MSTRG.46333	Zm00001d039196
MSTRG.46335	Zm00001d039197
MSTRG.46338	Zm00001d039199
MSTRG.46339	Zm00001d039200
MSTRG.46341	Zm00001d039202
MSTRG.46342	Zm00001d039203
MSTRG.46343	Zm00001d039204
MSTRG.46344	Zm00001d039205
MSTRG.46345	Zm00001d039206
MSTRG.46346	Zm00001d039207
MSTRG.46347	Zm00001d039209
MSTRG.46348	Zm00001d039210
MSTRG.46349	Zm00001d039211
MSTRG.46352	Zm00001d039212
MSTRG.46353	Zm00001d039214
MSTRG.46354	Zm00001d039213
MSTRG.46356	Zm00001d018597
MSTRG.46357	Zm00001d018598
MSTRG.46359	Zm00001d018599
MSTRG.46360	Zm00001d018600
MSTRG.46361	Zm00001d018601
MSTRG.46362	Zm00001d018602
MSTRG.46363	Zm00001d018603
MSTRG.46365	Zm00001d018610
MSTRG.46365	Zm00001d018611
MSTRG.46366	Zm00001d018604
MSTRG.46368	Zm00001d018605
MSTRG.46369	Zm00001d018606
MSTRG.46370	Zm00001d018607
MSTRG.46371	Zm00001d018608
MSTRG.46372	Zm00001d018614
MSTRG.46373	Zm00001d018609
MSTRG.46376	Zm00001d018613
MSTRG.46377	Zm00001d018616
MSTRG.46378	Zm00001d018615
MSTRG.46379	Zm00001d018617
MSTRG.46380	Zm00001d018628
MSTRG.46380	Zm00001d018630
MSTRG.46380	Zm00001d018647
MSTRG.46381	Zm00001d018618
MSTRG.46383	Zm00001d018619
MSTRG.46384	Zm00001d018629
MSTRG.46384	Zm00001d018631
MSTRG.46386	Zm00001d018620
MSTRG.46387	Zm00001d018621
MSTRG.46388	Zm00001d018622
MSTRG.46389	Zm00001d018623
MSTRG.46390	Zm00001d018624
MSTRG.46391	Zm00001d018625
MSTRG.46392	Zm00001d018626
MSTRG.46393	Zm00001d018627
MSTRG.46394	Zm00001d018632
MSTRG.46394	Zm00001d018633
MSTRG.46395	Zm00001d018634
MSTRG.46396	Zm00001d018635
MSTRG.46397	Zm00001d018636
MSTRG.46398	Zm00001d018637
MSTRG.46399	Zm00001d018638
MSTRG.46400	Zm00001d018639
MSTRG.46401	Zm00001d018641
MSTRG.46402	Zm00001d018642
MSTRG.46403	Zm00001d018643
MSTRG.46404	Zm00001d018645
MSTRG.46405	Zm00001d018648
MSTRG.46406	Zm00001d018649
MSTRG.46408	Zm00001d018650
MSTRG.46411	Zm00001d018651
MSTRG.46413	Zm00001d018652
MSTRG.46413	Zm00001d018653
MSTRG.46414	Zm00001d018740
MSTRG.46415	Zm00001d018765
MSTRG.46416	Zm00001d018768
MSTRG.46417	Zm00001d018749
MSTRG.46419	Zm00001d018750
MSTRG.46420	Zm00001d018755
MSTRG.46420	Zm00001d018756
MSTRG.46422	Zm00001d018751
MSTRG.46424	Zm00001d018752
MSTRG.46425	Zm00001d018753
MSTRG.46426	Zm00001d018754
MSTRG.46428	Zm00001d018758
MSTRG.46429	Zm00001d018759
MSTRG.46430	Zm00001d018760
MSTRG.46431	Zm00001d018761
MSTRG.46432	Zm00001d018762
MSTRG.46433	Zm00001d018763
MSTRG.46436	Zm00001d018744
MSTRG.46437	Zm00001d018742
MSTRG.46440	Zm00001d018746
MSTRG.46441	Zm00001d018748
MSTRG.46443	Zm00001d018654
MSTRG.46444	Zm00001d018655
MSTRG.46445	Zm00001d018656
MSTRG.46448	Zm00001d018657
MSTRG.46449	Zm00001d018658
MSTRG.46450	Zm00001d018659
MSTRG.46451	Zm00001d018660
MSTRG.46452	Zm00001d018661
MSTRG.46453	Zm00001d018662
MSTRG.46454	Zm00001d018675
MSTRG.46455	Zm00001d018664
MSTRG.46459	Zm00001d018665
MSTRG.46460	Zm00001d018666
MSTRG.46461	Zm00001d018667
MSTRG.46463	Zm00001d018668
MSTRG.46464	Zm00001d018669
MSTRG.46465	Zm00001d018670
MSTRG.46466	Zm00001d018671
MSTRG.46467	Zm00001d018673
MSTRG.46468	Zm00001d018674
MSTRG.46471	Zm00001d018677
MSTRG.46472	Zm00001d018678
MSTRG.46473	Zm00001d018679
MSTRG.46474	Zm00001d018680
MSTRG.46475	Zm00001d018694
MSTRG.46475	Zm00001d018696
MSTRG.46476	Zm00001d018693
MSTRG.46477	Zm00001d018681
MSTRG.46478	Zm00001d018700
MSTRG.46480	Zm00001d018682
MSTRG.46481	Zm00001d018683
MSTRG.46483	Zm00001d018704
MSTRG.46485	Zm00001d018685
MSTRG.46486	Zm00001d018686
MSTRG.46487	Zm00001d018687
MSTRG.46487	Zm00001d018691
MSTRG.46488	Zm00001d018708
MSTRG.46488	Zm00001d018719
MSTRG.46488	Zm00001d018720
MSTRG.46488	Zm00001d018725
MSTRG.46489	Zm00001d018690
MSTRG.46491	Zm00001d018692
MSTRG.46493	Zm00001d018698
MSTRG.46494	Zm00001d018699
MSTRG.46495	Zm00001d018701
MSTRG.46496	Zm00001d018702
MSTRG.46497	Zm00001d018703
MSTRG.46500	Zm00001d018705
MSTRG.46502	Zm00001d018707
MSTRG.46504	Zm00001d018709
MSTRG.46508	Zm00001d018710
MSTRG.46510	Zm00001d018711
MSTRG.46511	Zm00001d018712
MSTRG.46512	Zm00001d018713
MSTRG.46514	Zm00001d018714
MSTRG.46515	Zm00001d018715
MSTRG.46516	Zm00001d018716
MSTRG.46517	Zm00001d018717
MSTRG.46518	Zm00001d018718
MSTRG.46520	Zm00001d018722
MSTRG.46521	Zm00001d018723
MSTRG.46522	Zm00001d018724
MSTRG.46523	Zm00001d018727
MSTRG.46524	Zm00001d018728
MSTRG.46526	Zm00001d018729
MSTRG.46528	Zm00001d018730
MSTRG.46529	Zm00001d018731
MSTRG.46530	Zm00001d018732
MSTRG.46531	Zm00001d018733
MSTRG.46532	Zm00001d018734
MSTRG.46533	Zm00001d018735
MSTRG.46536	Zm00001d018737
MSTRG.46537	Zm00001d018738
MSTRG.46538	Zm00001d018739
MSTRG.46542	Zm00001d018818
MSTRG.46546	Zm00001d018820
MSTRG.46546	Zm00001d018822
MSTRG.46547	Zm00001d018821
MSTRG.46549	Zm00001d018819
MSTRG.46552	Zm00001d018823
MSTRG.46554	Zm00001d018824
MSTRG.46555	Zm00001d018825
MSTRG.46557	Zm00001d018826
MSTRG.46558	Zm00001d018827
MSTRG.46559	Zm00001d018830
MSTRG.46560	Zm00001d018828
MSTRG.46561	Zm00001d018838
MSTRG.46562	Zm00001d018829
MSTRG.46564	Zm00001d018831
MSTRG.46565	Zm00001d018832
MSTRG.46566	Zm00001d018833
MSTRG.46567	Zm00001d018837
MSTRG.46569	Zm00001d018839
MSTRG.46570	Zm00001d018840
MSTRG.46571	Zm00001d018841
MSTRG.46572	Zm00001d018842
MSTRG.46574	Zm00001d018770
MSTRG.46576	Zm00001d018772
MSTRG.46577	Zm00001d018771
MSTRG.46579	Zm00001d018773
MSTRG.46581	Zm00001d018774
MSTRG.46582	Zm00001d018775
MSTRG.46583	Zm00001d018776
MSTRG.46584	Zm00001d018779
MSTRG.46586	Zm00001d018780
MSTRG.46587	Zm00001d018781
MSTRG.46588	Zm00001d018784
MSTRG.46589	Zm00001d018785
MSTRG.46592	Zm00001d018786
MSTRG.46593	Zm00001d018787
MSTRG.46594	Zm00001d018788
MSTRG.46596	Zm00001d018789
MSTRG.46597	Zm00001d018790
MSTRG.46599	Zm00001d018791
MSTRG.46600	Zm00001d018792
MSTRG.46601	Zm00001d018793
MSTRG.46602	Zm00001d018794
MSTRG.46604	Zm00001d018795
MSTRG.46605	Zm00001d018796
MSTRG.46606	Zm00001d018797
MSTRG.46607	Zm00001d018798
MSTRG.46608	Zm00001d018799
MSTRG.46610	Zm00001d018800
MSTRG.46611	Zm00001d018801
MSTRG.46612	Zm00001d018810
MSTRG.46614	Zm00001d018813
MSTRG.46615	Zm00001d018802
MSTRG.46616	Zm00001d018803
MSTRG.46617	Zm00001d018804
MSTRG.46619	Zm00001d018811
MSTRG.46619	Zm00001d018816
MSTRG.46620	Zm00001d018806
MSTRG.46621	Zm00001d018807
MSTRG.46622	Zm00001d018808
MSTRG.46623	Zm00001d018809
MSTRG.46624	Zm00001d018812
MSTRG.46625	Zm00001d018814
MSTRG.46626	Zm00001d018815
MSTRG.46629	Zm00001d018855
MSTRG.46630	Zm00001d018846
MSTRG.46632	Zm00001d018847
MSTRG.46633	Zm00001d018848
MSTRG.46635	Zm00001d018849
MSTRG.46636	Zm00001d018850
MSTRG.46637	Zm00001d018851
MSTRG.46638	Zm00001d018852
MSTRG.46639	Zm00001d018853
MSTRG.46640	Zm00001d018854
MSTRG.46643	Zm00001d018857
MSTRG.46644	Zm00001d018864
MSTRG.46644	Zm00001d018871
MSTRG.46645	Zm00001d018856
MSTRG.46648	Zm00001d018858
MSTRG.46649	Zm00001d018859
MSTRG.46657	Zm00001d018868
MSTRG.46658	Zm00001d018862
MSTRG.46659	Zm00001d018863
MSTRG.46659	Zm00001d018867
MSTRG.46661	Zm00001d018870
MSTRG.46663	Zm00001d018869
MSTRG.46664	Zm00001d018872
MSTRG.46666	Zm00001d018873
MSTRG.46667	Zm00001d018874
MSTRG.46669	Zm00001d018876
MSTRG.46672	Zm00001d018877
MSTRG.46673	Zm00001d018916
MSTRG.46675	Zm00001d018915
MSTRG.46677	Zm00001d018881
MSTRG.46678	Zm00001d018882
MSTRG.46681	Zm00001d018883
MSTRG.46682	Zm00001d018884
MSTRG.46683	Zm00001d018887
MSTRG.46684	Zm00001d018888
MSTRG.46685	Zm00001d018890
MSTRG.46686	Zm00001d018891
MSTRG.46687	Zm00001d018893
MSTRG.46688	Zm00001d018894
MSTRG.46691	Zm00001d018895
MSTRG.46692	Zm00001d018896
MSTRG.46693	Zm00001d018897
MSTRG.46694	Zm00001d018901
MSTRG.46696	Zm00001d018902
MSTRG.46697	Zm00001d018903
MSTRG.46700	Zm00001d018904
MSTRG.46701	Zm00001d018905
MSTRG.46703	Zm00001d018906
MSTRG.46704	Zm00001d018907
MSTRG.46706	Zm00001d018908
MSTRG.46707	Zm00001d018909
MSTRG.46709	Zm00001d018910
MSTRG.46710	Zm00001d018911
MSTRG.46712	Zm00001d018912
MSTRG.46713	Zm00001d018913
MSTRG.46714	Zm00001d018914
MSTRG.46716	Zm00001d018917
MSTRG.46717	Zm00001d018918
MSTRG.46718	Zm00001d018920
MSTRG.46719	Zm00001d018924
MSTRG.46722	Zm00001d018925
MSTRG.46723	Zm00001d018926
MSTRG.46724	Zm00001d018927
MSTRG.46725	Zm00001d018928
MSTRG.46726	Zm00001d018929
MSTRG.46728	Zm00001d018930
MSTRG.46730	Zm00001d018931
MSTRG.46731	Zm00001d018932
MSTRG.46732	Zm00001d018935
MSTRG.46735	Zm00001d018936
MSTRG.46737	Zm00001d018939
MSTRG.46738	Zm00001d018937
MSTRG.46740	Zm00001d018938
MSTRG.46741	Zm00001d018941
MSTRG.46742	Zm00001d018940
MSTRG.46743	Zm00001d018942
MSTRG.46744	Zm00001d018944
MSTRG.46745	Zm00001d018943
MSTRG.46747	Zm00001d018947
MSTRG.46748	Zm00001d018945
MSTRG.46749	Zm00001d018946
MSTRG.46752	Zm00001d018957
MSTRG.46753	Zm00001d018950
MSTRG.46754	Zm00001d018951
MSTRG.46755	Zm00001d018952
MSTRG.46756	Zm00001d018953
MSTRG.46757	Zm00001d018954
MSTRG.46758	Zm00001d018955
MSTRG.46760	Zm00001d018956
MSTRG.46764	Zm00001d018959
MSTRG.46766	Zm00001d018960
MSTRG.46768	Zm00001d018965
MSTRG.46770	Zm00001d018961
MSTRG.46771	Zm00001d018962
MSTRG.46772	Zm00001d018963
MSTRG.46775	Zm00001d018964
MSTRG.46775	Zm00001d018966
MSTRG.46777	Zm00001d018967
MSTRG.46778	Zm00001d018968
MSTRG.46779	Zm00001d018969
MSTRG.46780	Zm00001d018970
MSTRG.46781	Zm00001d018971
MSTRG.46784	Zm00001d018972
MSTRG.46785	Zm00001d018973
MSTRG.46786	Zm00001d018974
MSTRG.46787	Zm00001d018975
MSTRG.46788	Zm00001d018979
MSTRG.46790	Zm00001d018995
MSTRG.46791	Zm00001d018998
MSTRG.46792	Zm00001d018986
MSTRG.46798	Zm00001d018987
MSTRG.46799	Zm00001d018988
MSTRG.46801	Zm00001d018989
MSTRG.46802	Zm00001d018990
MSTRG.46804	Zm00001d018994
MSTRG.46811	Zm00001d019002
MSTRG.46812	Zm00001d019000
MSTRG.46813	Zm00001d019001
MSTRG.46815	Zm00001d019004
MSTRG.46816	Zm00001d019005
MSTRG.46817	Zm00001d019006
MSTRG.46818	Zm00001d019008
MSTRG.46819	Zm00001d019012
MSTRG.46820	Zm00001d019014
MSTRG.46821	Zm00001d019015
MSTRG.46822	Zm00001d019016
MSTRG.46823	Zm00001d019017
MSTRG.46824	Zm00001d019018
MSTRG.46825	Zm00001d019019
MSTRG.46826	Zm00001d019020
MSTRG.46828	Zm00001d018984
MSTRG.46830	Zm00001d018981
MSTRG.46833	Zm00001d018982
MSTRG.46834	Zm00001d018983
MSTRG.46835	Zm00001d018976
MSTRG.46837	Zm00001d018977
MSTRG.46840	Zm00001d019027
MSTRG.46842	Zm00001d019037
MSTRG.46843	Zm00001d019039
MSTRG.46844	Zm00001d019034
MSTRG.46845	Zm00001d019028
MSTRG.46846	Zm00001d019029
MSTRG.46847	Zm00001d019035
MSTRG.46848	Zm00001d019030
MSTRG.46849	Zm00001d019031
MSTRG.46850	Zm00001d019032
MSTRG.46852	Zm00001d019033
MSTRG.46853	Zm00001d019036
MSTRG.46854	Zm00001d019047
MSTRG.46855	Zm00001d019040
MSTRG.46857	Zm00001d019041
MSTRG.46858	Zm00001d019045
MSTRG.46859	Zm00001d019042
MSTRG.46860	Zm00001d019043
MSTRG.46861	Zm00001d019049
MSTRG.46862	Zm00001d019044
MSTRG.46863	Zm00001d019048
MSTRG.46864	Zm00001d019051
MSTRG.46866	Zm00001d019052
MSTRG.46867	Zm00001d019053
MSTRG.46868	Zm00001d019054
MSTRG.46869	Zm00001d019055
MSTRG.46870	Zm00001d019056
MSTRG.46871	Zm00001d019057
MSTRG.46874	Zm00001d019059
MSTRG.46878	Zm00001d019060
MSTRG.46879	Zm00001d019061
MSTRG.46885	Zm00001d019104
MSTRG.46887	Zm00001d019100
MSTRG.46888	Zm00001d019101
MSTRG.46889	Zm00001d019102
MSTRG.46890	Zm00001d019106
MSTRG.46891	Zm00001d019105
MSTRG.46893	Zm00001d019107
MSTRG.46894	Zm00001d019062
MSTRG.46895	Zm00001d019063
MSTRG.46896	Zm00001d019064
MSTRG.46897	Zm00001d019065
MSTRG.46898	Zm00001d019066
MSTRG.46899	Zm00001d019067
MSTRG.46900	Zm00001d019068
MSTRG.46901	Zm00001d019069
MSTRG.46903	Zm00001d019070
MSTRG.46905	Zm00001d019071
MSTRG.46906	Zm00001d019072
MSTRG.46907	Zm00001d019073
MSTRG.46909	Zm00001d019074
MSTRG.46910	Zm00001d019075
MSTRG.46911	Zm00001d019076
MSTRG.46912	Zm00001d019077
MSTRG.46914	Zm00001d019078
MSTRG.46915	Zm00001d019079
MSTRG.46916	Zm00001d019084
MSTRG.46917	Zm00001d019081
MSTRG.46919	Zm00001d019091
MSTRG.46920	Zm00001d019082
MSTRG.46921	Zm00001d019083
MSTRG.46922	Zm00001d019086
MSTRG.46923	Zm00001d019087
MSTRG.46925	Zm00001d019089
MSTRG.46926	Zm00001d019090
MSTRG.46927	Zm00001d019092
MSTRG.46928	Zm00001d019093
MSTRG.46929	Zm00001d019094
MSTRG.46931	Zm00001d019096
MSTRG.46934	Zm00001d019108
MSTRG.46934	Zm00001d019114
MSTRG.46935	Zm00001d019110
MSTRG.46936	Zm00001d019111
MSTRG.46938	Zm00001d019116
MSTRG.46939	Zm00001d019115
MSTRG.46941	Zm00001d019117
MSTRG.46942	Zm00001d019118
MSTRG.46943	Zm00001d019119
MSTRG.46944	Zm00001d019120
MSTRG.46945	Zm00001d019121
MSTRG.46946	Zm00001d019122
MSTRG.46947	Zm00001d019123
MSTRG.46949	Zm00001d019124
MSTRG.46951	Zm00001d019132
MSTRG.46953	Zm00001d019125
MSTRG.46956	Zm00001d019126
MSTRG.46957	Zm00001d019127
MSTRG.46958	Zm00001d019129
MSTRG.46960	Zm00001d019130
MSTRG.46962	Zm00001d019131
MSTRG.46963	Zm00001d019139
MSTRG.46967	Zm00001d019136
MSTRG.46968	Zm00001d019137
MSTRG.46970	Zm00001d019138
MSTRG.46972	Zm00001d019142
MSTRG.46973	Zm00001d019145
MSTRG.46975	Zm00001d019149
MSTRG.46977	Zm00001d019143
MSTRG.46979	Zm00001d019144
MSTRG.46981	Zm00001d019147
MSTRG.46982	Zm00001d019148
MSTRG.46984	Zm00001d019150
MSTRG.46988	Zm00001d019155
MSTRG.46989	Zm00001d019156
MSTRG.46990	Zm00001d019165
MSTRG.46991	Zm00001d019160
MSTRG.46992	Zm00001d019161
MSTRG.46993	Zm00001d019162
MSTRG.46994	Zm00001d019163
MSTRG.46996	Zm00001d019164
MSTRG.46998	Zm00001d019166
MSTRG.47001	Zm00001d019169
MSTRG.47002	Zm00001d019170
MSTRG.47003	Zm00001d019171
MSTRG.47007	Zm00001d019172
MSTRG.47008	Zm00001d019179
MSTRG.47009	Zm00001d019173
MSTRG.47011	Zm00001d019174
MSTRG.47012	Zm00001d019177
MSTRG.47012	Zm00001d019178
MSTRG.47013	Zm00001d019175
MSTRG.47014	Zm00001d019176
MSTRG.47015	Zm00001d019180
MSTRG.47016	Zm00001d019181
MSTRG.47019	Zm00001d019182
MSTRG.47020	Zm00001d019184
MSTRG.47021	Zm00001d019186
MSTRG.47023	Zm00001d019185
MSTRG.47026	Zm00001d019187
MSTRG.47027	Zm00001d019188
MSTRG.47028	Zm00001d019189
MSTRG.47030	Zm00001d019200
MSTRG.47031	Zm00001d019198
MSTRG.47032	Zm00001d019199
MSTRG.47034	Zm00001d019202
MSTRG.47042	Zm00001d019191
MSTRG.47043	Zm00001d019192
MSTRG.47044	Zm00001d019194
MSTRG.47045	Zm00001d019195
MSTRG.47046	Zm00001d019216
MSTRG.47048	Zm00001d019207
MSTRG.47049	Zm00001d019206
MSTRG.47051	Zm00001d019209
MSTRG.47052	Zm00001d019212
MSTRG.47053	Zm00001d019213
MSTRG.47054	Zm00001d019215
MSTRG.47055	Zm00001d019214
MSTRG.47056	Zm00001d019217
MSTRG.47062	Zm00001d019218
MSTRG.47063	Zm00001d019219
MSTRG.47065	Zm00001d019220
MSTRG.47066	Zm00001d019221
MSTRG.47067	Zm00001d019222
MSTRG.47068	Zm00001d019223
MSTRG.47069	Zm00001d019225
MSTRG.47071	Zm00001d019226
MSTRG.47072	Zm00001d019227
MSTRG.47077	Zm00001d019228
MSTRG.47078	Zm00001d019230
MSTRG.47079	Zm00001d019233
MSTRG.47086	Zm00001d019234
MSTRG.47088	Zm00001d019235
MSTRG.47089	Zm00001d019236
MSTRG.47092	Zm00001d019237
MSTRG.47094	Zm00001d019243
MSTRG.47095	Zm00001d019245
MSTRG.47096	Zm00001d019239
MSTRG.47098	Zm00001d019240
MSTRG.47099	Zm00001d019241
MSTRG.47100	Zm00001d019246
MSTRG.47101	Zm00001d019247
MSTRG.47103	Zm00001d019248
MSTRG.47104	Zm00001d019249
MSTRG.47105	Zm00001d019250
MSTRG.47106	Zm00001d019251
MSTRG.47110	Zm00001d019252
MSTRG.47111	Zm00001d019253
MSTRG.47112	Zm00001d019254
MSTRG.47113	Zm00001d019256
MSTRG.47115	Zm00001d019258
MSTRG.47116	Zm00001d019259
MSTRG.47117	Zm00001d019263
MSTRG.47121	Zm00001d019260
MSTRG.47125	Zm00001d019262
MSTRG.47128	Zm00001d019265
MSTRG.47131	Zm00001d019266
MSTRG.47134	Zm00001d019268
MSTRG.47135	Zm00001d019269
MSTRG.47136	Zm00001d019270
MSTRG.47137	Zm00001d019271
MSTRG.47138	Zm00001d019273
MSTRG.47139	Zm00001d019274
MSTRG.47140	Zm00001d019275
MSTRG.47141	Zm00001d019276
MSTRG.47142	Zm00001d019277
MSTRG.47145	Zm00001d019289
MSTRG.47146	Zm00001d019291
MSTRG.47149	Zm00001d019279
MSTRG.47151	Zm00001d019280
MSTRG.47152	Zm00001d019282
MSTRG.47153	Zm00001d019283
MSTRG.47155	Zm00001d019287
MSTRG.47157	Zm00001d019288
MSTRG.47158	Zm00001d019293
MSTRG.47162	Zm00001d019295
MSTRG.47163	Zm00001d019297
MSTRG.47164	Zm00001d019296
MSTRG.47165	Zm00001d019298
MSTRG.47166	Zm00001d019299
MSTRG.47170	Zm00001d019306
MSTRG.47171	Zm00001d019311
MSTRG.47172	Zm00001d019302
MSTRG.47173	Zm00001d019303
MSTRG.47174	Zm00001d019304
MSTRG.47175	Zm00001d019305
MSTRG.47176	Zm00001d019307
MSTRG.47177	Zm00001d019308
MSTRG.47178	Zm00001d019309
MSTRG.47178	Zm00001d019310
MSTRG.47181	Zm00001d019319
MSTRG.47182	Zm00001d019320
MSTRG.47185	Zm00001d019322
MSTRG.47186	Zm00001d019324
MSTRG.47187	Zm00001d019325
MSTRG.47188	Zm00001d019326
MSTRG.47189	Zm00001d019328
MSTRG.47191	Zm00001d019330
MSTRG.47192	Zm00001d019329
MSTRG.47194	Zm00001d019331
MSTRG.47195	Zm00001d019327
MSTRG.47197	Zm00001d019312
MSTRG.47199	Zm00001d019314
MSTRG.47200	Zm00001d019317
MSTRG.47202	Zm00001d019338
MSTRG.47205	Zm00001d019332
MSTRG.47206	Zm00001d019334
MSTRG.47208	Zm00001d019333
MSTRG.47211	Zm00001d019335
MSTRG.47212	Zm00001d019339
MSTRG.47213	Zm00001d019337
MSTRG.47215	Zm00001d019344
MSTRG.47216	Zm00001d019340
MSTRG.47217	Zm00001d019341
MSTRG.47218	Zm00001d019342
MSTRG.47219	Zm00001d019343
MSTRG.47221	Zm00001d019345
MSTRG.47222	Zm00001d019346
MSTRG.47223	Zm00001d019348
MSTRG.47225	Zm00001d019349
MSTRG.47227	Zm00001d019364
MSTRG.47228	Zm00001d019363
MSTRG.47232	Zm00001d019365
MSTRG.47235	Zm00001d019368
MSTRG.47238	Zm00001d019350
MSTRG.47239	Zm00001d019351
MSTRG.47240	Zm00001d019352
MSTRG.47241	Zm00001d019353
MSTRG.47243	Zm00001d019358
MSTRG.47244	Zm00001d019354
MSTRG.47245	Zm00001d019355
MSTRG.47248	Zm00001d019356
MSTRG.47249	Zm00001d019357
MSTRG.47253	Zm00001d019361
MSTRG.47257	Zm00001d019388
MSTRG.47258	Zm00001d019387
MSTRG.47262	Zm00001d019389
MSTRG.47265	Zm00001d019370
MSTRG.47267	Zm00001d019371
MSTRG.47268	Zm00001d019372
MSTRG.47269	Zm00001d019373
MSTRG.47270	Zm00001d019374
MSTRG.47271	Zm00001d019375
MSTRG.47272	Zm00001d019376
MSTRG.47283	Zm00001d019377
MSTRG.47286	Zm00001d019393
MSTRG.47288	Zm00001d019394
MSTRG.47290	Zm00001d019396
MSTRG.47295	Zm00001d019398
MSTRG.47300	Zm00001d019403
MSTRG.47301	Zm00001d019400
MSTRG.47303	Zm00001d019399
MSTRG.47304	Zm00001d019397
MSTRG.47305	Zm00001d019404
MSTRG.47307	Zm00001d019405
MSTRG.47308	Zm00001d019406
MSTRG.47308	Zm00001d019407
MSTRG.47310	Zm00001d019409
MSTRG.47312	Zm00001d019414
MSTRG.47312	Zm00001d019415
MSTRG.47313	Zm00001d019411
MSTRG.47314	Zm00001d019412
MSTRG.47315	Zm00001d019413
MSTRG.47317	Zm00001d019416
MSTRG.47318	Zm00001d019418
MSTRG.47320	Zm00001d019422
MSTRG.47322	Zm00001d019420
MSTRG.47323	Zm00001d019421
MSTRG.47325	Zm00001d019423
MSTRG.47328	Zm00001d019424
MSTRG.47330	Zm00001d019426
MSTRG.47333	Zm00001d019427
MSTRG.47335	Zm00001d019428
MSTRG.47336	Zm00001d019429
MSTRG.47337	Zm00001d019430
MSTRG.47338	Zm00001d019442
MSTRG.47339	Zm00001d019443
MSTRG.47340	Zm00001d019448
MSTRG.47341	Zm00001d019446
MSTRG.47342	Zm00001d019445
MSTRG.47343	Zm00001d019447
MSTRG.47346	Zm00001d019434
MSTRG.47347	Zm00001d019435
MSTRG.47348	Zm00001d019436
