"","v4_gene_model","v3_gene_model","V1"
"45569","Zm00001d050258","GRMZM2G091503","MSTRG.29628"
"45571","Zm00001d050259","GRMZM2G091478","MSTRG.29630"
"45572","Zm00001d050260","GRMZM2G379445","MSTRG.29633"
"45574","Zm00001d050265","GRMZM2G117755","MSTRG.29631"
"45578","Zm00001d050266","GRMZM2G118104","MSTRG.29638"
"45583","Zm00001d050267","GRMZM2G419409","MSTRG.29640"
"45584","Zm00001d050269","GRMZM2G079768","MSTRG.29646"
"45586","Zm00001d050270","AC205615.4_FG002","MSTRG.29647"
"45587","Zm00001d050272","GRMZM2G303728","MSTRG.29641"
"45588","Zm00001d050273","GRMZM2G146518","MSTRG.29616"
"45589","Zm00001d050277","GRMZM2G166711","MSTRG.29651"
"45593","Zm00001d050279","AC205496.3_FG002","MSTRG.29657"
"45594","Zm00001d050281","GRMZM2G080281","Zm00001d050281"
"45595","Zm00001d050283","GRMZM2G080178","MSTRG.29658"
"45598","Zm00001d050284","GRMZM2G082180","MSTRG.29661"
"45601","Zm00001d050285","AC197047.3_FG001","MSTRG.29662"
"45602","Zm00001d050286","GRMZM2G027476","MSTRG.29664"
"45603","Zm00001d050287","GRMZM2G332829","MSTRG.29665"
"45604","Zm00001d050293","GRMZM2G366659","MSTRG.29671"
"45606","Zm00001d050294","GRMZM2G066599","MSTRG.29673"
"45608","Zm00001d050299","GRMZM2G049921","MSTRG.29682"
"45609","Zm00001d050300","GRMZM2G056350","MSTRG.29681"
"45615","Zm00001d050301","GRMZM2G056224","MSTRG.29683"
"45616","Zm00001d050302","GRMZM2G138259","MSTRG.29685"
"45617","Zm00001d050303","GRMZM2G103186","Zm00001d050303"
"45619","Zm00001d050304","GRMZM2G103245","MSTRG.29700"
"45620","Zm00001d050307","GRMZM2G144088","MSTRG.29702"
"45623","Zm00001d050308","GRMZM2G475702","MSTRG.29703"
"45624","Zm00001d050310","GRMZM2G122076","MSTRG.29699"
"45629","Zm00001d050316","GRMZM2G132857","MSTRG.29710"
"45630","Zm00001d050317","GRMZM2G542847","MSTRG.29714"
"45631","Zm00001d050319","GRMZM2G179800","MSTRG.29690"
"45634","Zm00001d050320","GRMZM2G032276","MSTRG.29691"
"45635","Zm00001d050323","GRMZM2G114988","MSTRG.29694"
"45637","Zm00001d050324","GRMZM2G114702","MSTRG.29695"
"45640","Zm00001d050326","GRMZM2G415219","Zm00001d050326"
"45642","Zm00001d050329","GRMZM2G064613","MSTRG.29719"
"45647","Zm00001d050330","GRMZM5G871463","MSTRG.29723"
"45648","Zm00001d050333","GRMZM5G851815","MSTRG.29724"
"45649","Zm00001d050335","AC217121.3_FG007","MSTRG.29727"
"45650","Zm00001d050336","GRMZM2G702490","MSTRG.29731"
"45652","Zm00001d050339","GRMZM2G146754","MSTRG.29732"
"45653","Zm00001d050340","GRMZM2G445478","MSTRG.29734"
"45655","Zm00001d050341","AC205376.4_FG003","MSTRG.29739"
"45656","Zm00001d050346","GRMZM2G172834","MSTRG.29748"
"45658","Zm00001d050347","GRMZM2G067277","MSTRG.29736"
"45659","Zm00001d050350","GRMZM2G175827","MSTRG.29749"
"45664","Zm00001d050353","GRMZM2G045944","MSTRG.29756"
"45665","Zm00001d050355","GRMZM2G040263","Zm00001d050355"
"45666","Zm00001d050357","GRMZM2G171921","MSTRG.29757"
"45669","Zm00001d050358","GRMZM2G169848","MSTRG.29758"
"45670","Zm00001d050359","GRMZM2G164117","MSTRG.29759"
"45671","Zm00001d050365","GRMZM2G151519","MSTRG.29766"
"45676","Zm00001d050368","GRMZM2G004878","MSTRG.29761"
"45678","Zm00001d050371","GRMZM2G076936","MSTRG.29770"
"45679","Zm00001d050372","GRMZM2G140500","MSTRG.29771"
"45682","Zm00001d050374","GRMZM2G393082","MSTRG.29773"
"45683","Zm00001d050375","GRMZM2G091155","MSTRG.29768"
"45684","Zm00001d050380","GRMZM2G135770","MSTRG.29775"
"45689","Zm00001d050382","GRMZM2G419305","MSTRG.29776"
"45691","Zm00001d050383","GRMZM2G117786","MSTRG.29777"
"45693","Zm00001d050384","GRMZM2G117811","MSTRG.29778"
"45694","Zm00001d050388","GRMZM2G344991","MSTRG.29790"
"45695","Zm00001d050389","GRMZM2G060319","MSTRG.29782"
"45697","Zm00001d050393","GRMZM2G002756","MSTRG.29784"
"45698","Zm00001d050394","GRMZM2G526668","MSTRG.29785"
"45700","Zm00001d050395","GRMZM2G095552","MSTRG.29795"
"45704","Zm00001d050396","GRMZM2G095663","MSTRG.29791"
"45705","Zm00001d050400","GRMZM2G111117","MSTRG.29794"
"45708","Zm00001d050401","GRMZM2G178169","MSTRG.29810"
"45710","Zm00001d050403","GRMZM2G160268","MSTRG.29809"
"45711","Zm00001d050404","GRMZM2G168002","MSTRG.29814"
"45712","Zm00001d050406","GRMZM2G093999","MSTRG.29819"
"45713","Zm00001d050409","GRMZM2G068455","MSTRG.29816"
"45714","Zm00001d050410","AC198937.4_FG005","MSTRG.29823"
"45715","Zm00001d050411","GRMZM5G820996","MSTRG.29822"
"45716","Zm00001d050412","AC198937.4_FG003","MSTRG.29796"
"45717","Zm00001d050422","GRMZM2G052067","MSTRG.29798"
"45718","Zm00001d050428","GRMZM2G035268","MSTRG.29826"
"45719","Zm00001d050430","GRMZM2G144367","MSTRG.29828"
"45720","Zm00001d050433","GRMZM2G123328","MSTRG.29832"
"45721","Zm00001d050434","GRMZM2G123362","MSTRG.29834"
"45724","Zm00001d050436","AC205057.3_FG002","MSTRG.29859"
"45725","Zm00001d050437","AC205057.3_FG004","MSTRG.29862"
"45726","Zm00001d050440","GRMZM2G005251","MSTRG.29863"
"45727","Zm00001d050441","AC198993.3_FG004","MSTRG.29845"
"45728","Zm00001d050443","GRMZM2G353734","MSTRG.29841"
"45731","Zm00001d050446","GRMZM2G093121","Zm00001d050446"
"45732","Zm00001d050448","GRMZM2G072645","MSTRG.29846"
"45733","Zm00001d050452","GRMZM2G370863","MSTRG.29854"
"45735","Zm00001d050455","GRMZM2G089698","MSTRG.29870"
"45736","Zm00001d050456","AC184794.2_FG003","MSTRG.29874"
"45737","Zm00001d050457","GRMZM2G043075","MSTRG.29876"
"45745","Zm00001d050459","GRMZM5G879184","MSTRG.29879"
"45746","Zm00001d050462","GRMZM2G163172","MSTRG.29887"
"45747","Zm00001d050465","GRMZM2G132591","MSTRG.29892"
"45748","Zm00001d050466","GRMZM2G132591","MSTRG.29892"
"45749","Zm00001d050469","GRMZM2G131118","MSTRG.29885"
"45750","Zm00001d050470","GRMZM2G114778","MSTRG.29899"
"45751","Zm00001d050472","AC202187.4_FG003","Zm00001d050472"
"45752","Zm00001d050479","GRMZM2G369721","Zm00001d050479"
"45753","Zm00001d050483","GRMZM2G131699","MSTRG.29921"
"45754","Zm00001d050484","GRMZM2G370915","MSTRG.29929"
"45755","Zm00001d050484","GRMZM2G370915","MSTRG.29927"
"45756","Zm00001d050487","GRMZM2G419252","MSTRG.29926"
"45757","Zm00001d050488","GRMZM2G305409","MSTRG.29958"
"45758","Zm00001d050493","GRMZM2G064193","MSTRG.29962"
"45759","Zm00001d050496","GRMZM2G070649","MSTRG.29943"
"45761","Zm00001d050498","GRMZM2G133969","MSTRG.29944"
"45762","Zm00001d050500","GRMZM5G899506","MSTRG.29950"
"45763","Zm00001d050501","GRMZM2G081538","MSTRG.29972"
"45764","Zm00001d050507","GRMZM2G316275","MSTRG.29975"
"45765","Zm00001d050509","GRMZM2G020610","Zm00001d050509"
"45766","Zm00001d050514","GRMZM2G068239","MSTRG.29989"
"45767","Zm00001d050515","GRMZM2G389240","MSTRG.29990"
"45769","Zm00001d050518","GRMZM2G026447","MSTRG.29992"
"45770","Zm00001d050526","GRMZM2G451443","MSTRG.30021"
"45771","Zm00001d050529","GRMZM2G377686","MSTRG.30004"
"45772","Zm00001d050530","GRMZM2G313909","MSTRG.30010"
"45773","Zm00001d050535","GRMZM2G025936","MSTRG.30024"
"45774","Zm00001d050544","GRMZM2G119246","MSTRG.30034"
"45775","Zm00001d050548","GRMZM2G066480","Zm00001d050548"
"45776","Zm00001d050550","GRMZM2G160609","MSTRG.30036"
"45777","Zm00001d050551","GRMZM2G028766","MSTRG.30040"
"45778","Zm00001d050552","GRMZM2G027673","MSTRG.30041"
"45779","Zm00001d050557","GRMZM2G098460","MSTRG.30039"
"45780","Zm00001d050558","GRMZM2G099136","MSTRG.30046"
"45781","Zm00001d050563","GRMZM2G119270","MSTRG.30042"
"45782","Zm00001d050565","GRMZM2G147123","MSTRG.30057"
"45783","Zm00001d050567","GRMZM2G143357","MSTRG.30064"
"45786","Zm00001d050572","AC205154.3_FG005","MSTRG.30069"
"45787","Zm00001d050573","GRMZM2G450376","MSTRG.30053"
"45788","Zm00001d050575","GRMZM2G140095","MSTRG.30070"
"45791","Zm00001d050577","GRMZM2G168365","MSTRG.30075"
"45795","Zm00001d050580","GRMZM2G153212","Zm00001d050580"
"45796","Zm00001d050583","GRMZM2G162840","MSTRG.30102"
"45797","Zm00001d050584","GRMZM2G459746","MSTRG.30103"
"45798","Zm00001d050585","GRMZM2G385641","Zm00001d050585"
"45799","Zm00001d050593","GRMZM2G355221","MSTRG.30098"
"45800","Zm00001d050594","AC232321.1_FG008","MSTRG.30100"
"45801","Zm00001d050595","GRMZM2G355229","MSTRG.30098"
"45802","Zm00001d050600","GRMZM2G043575","MSTRG.30108"
"45803","Zm00001d050603","GRMZM2G043460","Zm00001d050603"
"45804","Zm00001d050604","GRMZM2G144254","MSTRG.30114"
"45805","Zm00001d050606","AC207890.3_FG002","MSTRG.30115"
"45806","Zm00001d050610","GRMZM2G091995","MSTRG.30120"
"45807","Zm00001d050612","GRMZM2G030128","MSTRG.30123"
"45808","Zm00001d050614","GRMZM2G120246","Zm00001d050614"
"45809","Zm00001d050615","GRMZM2G075780","MSTRG.30125"
"45810","Zm00001d050616","GRMZM2G090904","MSTRG.30126"
"45811","Zm00001d050618","AC201891.3_FG001","MSTRG.30134"
"45812","Zm00001d050623","GRMZM2G456304","MSTRG.30141"
"45813","Zm00001d050625","GRMZM2G468929","MSTRG.30143"
"45814","Zm00001d050628","GRMZM2G057749","Zm00001d050628"
"45815","Zm00001d050633","GRMZM2G006507","MSTRG.30155"
"45816","Zm00001d050635","GRMZM2G162388","MSTRG.30154"
"45817","Zm00001d050637","GRMZM2G010743","MSTRG.30157"
"45818","Zm00001d050642","GRMZM2G015190","MSTRG.30238"
"45819","Zm00001d050655","GRMZM2G156105","MSTRG.30184"
"45820","Zm00001d050660","GRMZM2G026900","MSTRG.30187"
"45821","Zm00001d050664","GRMZM2G041701","MSTRG.30200"
"45824","Zm00001d050666","GRMZM2G139680","MSTRG.30208"
"45827","Zm00001d050669","GRMZM2G118870","MSTRG.30215"
"45829","Zm00001d050672","GRMZM5G830457","MSTRG.30202"
"45830","Zm00001d050675","GRMZM2G323971","MSTRG.30228"
"45831","Zm00001d050676","GRMZM2G156357","MSTRG.30229"
"45832","Zm00001d050684","GRMZM5G897825","MSTRG.30234"
"45833","Zm00001d050689","GRMZM2G127690","MSTRG.30221"
"45834","Zm00001d050694","AC217811.3_FG003","MSTRG.30251"
"45835","Zm00001d050696","GRMZM2G165483","MSTRG.30255"
"45839","Zm00001d050697","GRMZM2G418258","MSTRG.30254"
"45841","Zm00001d050698","GRMZM2G469873","MSTRG.30256"
"45843","Zm00001d050700","AC198752.4_FG004","MSTRG.30257"
"45844","Zm00001d050704","GRMZM5G807791","MSTRG.30262"
"45845","Zm00001d050705","GRMZM2G014356","MSTRG.30265"
"45846","Zm00001d050708","GRMZM2G120784","MSTRG.30273"
"45847","Zm00001d050709","GRMZM2G350633","MSTRG.30249"
"45848","Zm00001d050712","GRMZM5G811633","MSTRG.30268"
"45849","Zm00001d050714","GRMZM2G056442","MSTRG.30274"
"45853","Zm00001d050715","GRMZM2G021225","MSTRG.30281"
"45855","Zm00001d050716","GRMZM2G170842","MSTRG.30284"
"45857","Zm00001d050717","GRMZM2G106618","MSTRG.30283"
"45858","Zm00001d050723","GRMZM2G130018","MSTRG.30289"
"45860","Zm00001d050726","GRMZM2G059167","MSTRG.30295"
"45862","Zm00001d050730","GRMZM2G140016","MSTRG.30298"
"45863","Zm00001d050735","GRMZM2G134563","MSTRG.30302"
"45867","Zm00001d050737","GRMZM2G171080","MSTRG.30306"
"45868","Zm00001d050741","GRMZM2G082642","MSTRG.30312"
"45869","Zm00001d050747","GRMZM2G147288","MSTRG.30320"
"45871","Zm00001d050748","GRMZM2G147279","MSTRG.30321"
"45872","Zm00001d050753","GRMZM2G064145","MSTRG.30333"
"45873","Zm00001d050754","GRMZM2G121258","Zm00001d050754"
"45874","Zm00001d050755","AC217665.3_FG005","MSTRG.30341"
"45875","Zm00001d050768","GRMZM2G096171","MSTRG.30334"
"45878","Zm00001d050770","GRMZM2G435642","MSTRG.30336"
"45879","Zm00001d050781","GRMZM2G137413","MSTRG.30352"
"45884","Zm00001d050785","GRMZM2G094871","MSTRG.30356"
"45888","Zm00001d050787","GRMZM2G139740","Zm00001d050787"
"45890","Zm00001d050790","GRMZM2G009019","MSTRG.30346"
"45891","Zm00001d050793","GRMZM2G149138","MSTRG.30362"
"45892","Zm00001d050797","GRMZM2G331561","Zm00001d050797"
"45893","Zm00001d050798","GRMZM2G044773","Zm00001d050798"
"45894","Zm00001d050800","GRMZM2G054109","MSTRG.30365"
"45896","Zm00001d050805","GRMZM2G033665","MSTRG.30366"
"45897","Zm00001d050808","GRMZM2G121083","MSTRG.30368"
"45898","Zm00001d050810","GRMZM2G153984","MSTRG.30374"
"45899","Zm00001d050811","GRMZM2G158384","MSTRG.30377"
"45900","Zm00001d050815","GRMZM2G107771","MSTRG.30370"
"45901","Zm00001d050816","GRMZM2G107807","MSTRG.30373"
"45904","Zm00001d050822","GRMZM2G050186","MSTRG.30382"
"45907","Zm00001d050823","GRMZM2G032314","MSTRG.30386"
"45908","Zm00001d050824","GRMZM2G069444","MSTRG.30387"
"45909","Zm00001d050827","GRMZM2G060464","MSTRG.30394"
"45912","Zm00001d050828","GRMZM5G860399","MSTRG.30395"
"45913","Zm00001d050830","GRMZM2G372633","MSTRG.30397"
"45914","Zm00001d050831","GRMZM2G007306","MSTRG.30398"
"45915","Zm00001d050833","GRMZM2G105933","MSTRG.30400"
"45916","Zm00001d050834","GRMZM2G047715","MSTRG.30401"
"45918","Zm00001d050836","GRMZM2G398795","MSTRG.30409"
"45919","Zm00001d050837","GRMZM2G128219","MSTRG.30410"
"45920","Zm00001d050838","GRMZM2G069678","MSTRG.30417"
"45921","Zm00001d050840","GRMZM2G041344","MSTRG.30421"
"45922","Zm00001d050841","AC209926.4_FG002","MSTRG.30422"
"45923","Zm00001d050844","GRMZM2G156803","MSTRG.30423"
"45928","Zm00001d050847","GRMZM2G456757","MSTRG.30425"
"45929","Zm00001d050848","GRMZM2G000380","MSTRG.30427"
"45934","Zm00001d050850","GRMZM2G104262","MSTRG.30430"
"45942","Zm00001d050851","GRMZM2G403915","MSTRG.30431"
"45944","Zm00001d050853","GRMZM5G876450","MSTRG.30436"
"45945","Zm00001d050860","AC210616.4_FG003","Zm00001d050860"
"45946","Zm00001d050861","AC210616.4_FG005","MSTRG.30443"
"45947","Zm00001d050862","AC214635.3_FG002","MSTRG.30444"
"45948","Zm00001d050863","AC214635.3_FG005","MSTRG.30445"
"45949","Zm00001d050864","AC214635.3_FG006","MSTRG.30441"
"45950","Zm00001d050865","GRMZM2G002173","MSTRG.30446"
"45951","Zm00001d050867","GRMZM2G002149","MSTRG.30450"
"45952","Zm00001d050868","GRMZM2G150024","MSTRG.30456"
"45955","Zm00001d050870","AC205484.3_FG005","MSTRG.30453"
"45956","Zm00001d050871","GRMZM2G338049","MSTRG.30458"
"45957","Zm00001d050872","GRMZM2G106752","MSTRG.30459"
"45960","Zm00001d050873","GRMZM2G106741","MSTRG.30460"
"45963","Zm00001d050874","GRMZM2G157019","MSTRG.30457"
"45964","Zm00001d050876","GRMZM2G157016","Zm00001d050876"
"45965","Zm00001d050877","AC208559.3_FG003","MSTRG.30471"
"45966","Zm00001d050883","GRMZM2G437827","MSTRG.30477"
"45967","Zm00001d050884","GRMZM2G118957","MSTRG.30479"
"45968","Zm00001d050885","AC206332.3_FG005","Zm00001d050885"
"45969","Zm00001d050886","GRMZM2G312806","MSTRG.30463"
"45973","Zm00001d050889","GRMZM2G021256","MSTRG.30470"
"45974","Zm00001d050893","GRMZM5G898290","MSTRG.30480"
"45975","Zm00001d050897","GRMZM2G055782","MSTRG.30484"
"45977","Zm00001d050899","GRMZM2G151230","MSTRG.30487"
"45978","Zm00001d050903","GRMZM2G095397","MSTRG.30492"
"45979","Zm00001d050904","GRMZM2G145054","MSTRG.30495"
"45980","Zm00001d050905","GRMZM2G145027","MSTRG.30496"
"45982","Zm00001d050907","GRMZM2G159049","MSTRG.30497"
"45987","Zm00001d050908","GRMZM2G456422","MSTRG.30503"
"45988","Zm00001d050909","AC196043.3_FG005","MSTRG.30508"
"45989","Zm00001d050910","GRMZM2G170868","MSTRG.30512"
"45990","Zm00001d050911","AC207328.3_FG003","MSTRG.30507"
"45991","Zm00001d050913","GRMZM2G379327","MSTRG.30513"
"45992","Zm00001d050914","GRMZM2G397540","MSTRG.30517"
"45993","Zm00001d050915","GRMZM2G416142","MSTRG.30518"
"45994","Zm00001d050916","GRMZM2G416061","MSTRG.30519"
"45997","Zm00001d050917","GRMZM2G018416","MSTRG.30524"
"46003","Zm00001d050918","GRMZM2G349745","MSTRG.30522"
"46004","Zm00001d050920","GRMZM2G008748","MSTRG.30525"
"46005","Zm00001d050923","GRMZM2G160458","MSTRG.30529"
"46006","Zm00001d050924","GRMZM2G324976","MSTRG.30527"
"46007","Zm00001d050925","GRMZM2G026043","MSTRG.30532"
"46010","Zm00001d050928","GRMZM2G476652","MSTRG.30540"
"46013","Zm00001d050929","GRMZM2G058441","MSTRG.30542"
"46016","Zm00001d050931","GRMZM2G007488","Zm00001d050931"
"46017","Zm00001d050935","GRMZM2G159691","MSTRG.30544"
"46018","Zm00001d050938","GRMZM2G163396","MSTRG.30547"
"46019","Zm00001d050942","GRMZM2G020653","MSTRG.30551"
"46020","Zm00001d050943","GRMZM2G020409","MSTRG.30555"
"46022","Zm00001d050944","GRMZM2G020201","MSTRG.30554"
"46023","Zm00001d050947","GRMZM2G165231","MSTRG.30557"
"46024","Zm00001d050948","GRMZM2G165257","MSTRG.30564"
"46025","Zm00001d050955","GRMZM2G313750","MSTRG.30571"
"46026","Zm00001d050959","GRMZM2G127924","MSTRG.30561"
"46028","Zm00001d050960","GRMZM2G104078","MSTRG.30562"
"46031","Zm00001d050961","GRMZM2G104118","MSTRG.30573"
"46035","Zm00001d050963","GRMZM2G157677","MSTRG.30602"
"46039","Zm00001d050964","GRMZM2G306781","MSTRG.30603"
"46040","Zm00001d050965","GRMZM2G006672","MSTRG.30605"
"46041","Zm00001d050969","GRMZM2G407996","MSTRG.30601"
"46042","Zm00001d050970","GRMZM2G063792","MSTRG.30606"
"46043","Zm00001d050972","GRMZM2G390691","MSTRG.30610"
"46046","Zm00001d050973","GRMZM2G139670","Zm00001d050973"
"46047","Zm00001d050974","GRMZM2G060023","MSTRG.30585"
"46048","Zm00001d050977","GRMZM2G123037","MSTRG.30584"
"46051","Zm00001d050978","GRMZM2G122983","MSTRG.30583"
"46052","Zm00001d050981","GRMZM2G092459","MSTRG.30586"
"46053","Zm00001d050984","GRMZM2G453494","Zm00001d050984"
"46054","Zm00001d050985","GRMZM2G152616","MSTRG.30599"
"46060","Zm00001d050988","GRMZM2G132682","MSTRG.30593"
"46062","Zm00001d050992","GRMZM2G087323","MSTRG.30598"
"46067","Zm00001d050993","GRMZM2G097190","MSTRG.30616"
"46068","Zm00001d051001","GRMZM2G071630","MSTRG.30622"
"46069","Zm00001d051005","GRMZM2G021607","MSTRG.30611"
"46071","Zm00001d051007","GRMZM2G074775","Zm00001d051007"
"46072","Zm00001d051009","GRMZM2G072690","MSTRG.30625"
"46073","Zm00001d051012","GRMZM2G104925","MSTRG.30627"
"46078","Zm00001d051014","GRMZM2G172647","MSTRG.30648"
"46086","Zm00001d051015","GRMZM2G138624","MSTRG.30651"
"46087","Zm00001d051016","GRMZM2G138632","MSTRG.30652"
"46088","Zm00001d051017","GRMZM2G019450","MSTRG.30655"
"46092","Zm00001d051018","GRMZM2G019335","MSTRG.30650"
"46096","Zm00001d051020","GRMZM2G112228","MSTRG.30658"
"46097","Zm00001d051029","AC198324.3_FG003","Zm00001d051029"
"46098","Zm00001d051033","GRMZM2G160174","MSTRG.30646"
"46101","Zm00001d051036","GRMZM2G144674","MSTRG.30643"
"46102","Zm00001d051039","GRMZM2G480712","MSTRG.30670"
"46103","Zm00001d051041","GRMZM2G374313","MSTRG.30672"
"46104","Zm00001d051043","GRMZM2G407044","MSTRG.30675"
"46106","Zm00001d051044","GRMZM2G030125","MSTRG.30676"
"46107","Zm00001d051045","GRMZM2G542205","MSTRG.30661"
"46108","Zm00001d051050","GRMZM2G038028","MSTRG.30679"
"46109","Zm00001d051052","GRMZM2G107896","MSTRG.30684"
"46110","Zm00001d051053","GRMZM2G144742","MSTRG.30687"
"46112","Zm00001d051054","GRMZM5G806469","MSTRG.30689"
"46113","Zm00001d051055","GRMZM2G067417","MSTRG.30686"
"46115","Zm00001d051056","GRMZM2G366392","MSTRG.30691"
"46120","Zm00001d051057","GRMZM2G067019","MSTRG.30692"
"46124","Zm00001d051060","GRMZM2G024109","MSTRG.30681"
"46125","Zm00001d051061","GRMZM2G131487","MSTRG.30683"
"46126","Zm00001d051062","GRMZM2G044684","MSTRG.30694"
"46127","Zm00001d051063","GRMZM2G034697","MSTRG.30695"
"46132","Zm00001d051064","GRMZM2G034797","MSTRG.30697"
"46133","Zm00001d051065","GRMZM2G034804","MSTRG.30698"
"46138","Zm00001d051067","GRMZM2G106308","MSTRG.30702"
"46139","Zm00001d051069","GRMZM2G138566","MSTRG.30693"
"46140","Zm00001d051072","GRMZM2G377451","MSTRG.30710"
"46141","Zm00001d051075","GRMZM2G041842","MSTRG.30711"
"46146","Zm00001d051080","GRMZM2G179810","MSTRG.30717"
"46152","Zm00001d051081","GRMZM2G133226","MSTRG.30729"
"46155","Zm00001d051082","GRMZM2G133203","MSTRG.30732"
"46157","Zm00001d051093","GRMZM2G702599","MSTRG.30752"
"46158","Zm00001d051102","GRMZM2G042181","MSTRG.30725"
"46160","Zm00001d051103","GRMZM2G094083","MSTRG.30758"
"46161","Zm00001d051105","GRMZM5G847923","MSTRG.30757"
"46162","Zm00001d051110","GRMZM2G044882","MSTRG.30761"
"46166","Zm00001d051111","GRMZM2G346278","MSTRG.30762"
"46174","Zm00001d051112","GRMZM2G079817","MSTRG.30759"
"46175","Zm00001d051114","GRMZM2G020081","MSTRG.30764"
"46178","Zm00001d051115","GRMZM2G094269","Zm00001d051115"
"46179","Zm00001d051116","GRMZM2G133838","MSTRG.30768"
"46181","Zm00001d051117","GRMZM2G043792","MSTRG.30769"
"46182","Zm00001d051118","GRMZM2G047208","MSTRG.30773"
"46183","Zm00001d051119","GRMZM2G047167","MSTRG.30774"
"46187","Zm00001d051120","GRMZM2G459474","MSTRG.30776"
"46188","Zm00001d051121","GRMZM2G159700","MSTRG.30777"
"46189","Zm00001d051126","GRMZM2G360389","MSTRG.30782"
"46190","Zm00001d051127","GRMZM2G118717","MSTRG.30783"
"46191","Zm00001d051128","GRMZM2G118766","MSTRG.30785"
"46193","Zm00001d051130","GRMZM2G066618","MSTRG.30789"
"46194","Zm00001d051135","GRMZM2G162637","MSTRG.30798"
"46196","Zm00001d051136","GRMZM2G162670","MSTRG.30799"
"46197","Zm00001d051138","GRMZM2G125556","MSTRG.30800"
"46198","Zm00001d051139","GRMZM2G125529","MSTRG.30801"
"46199","Zm00001d051140","GRMZM2G062009","MSTRG.30804"
"46201","Zm00001d051141","GRMZM2G062091","MSTRG.30805"
"46202","Zm00001d051142","GRMZM2G144398","MSTRG.30807"
"46204","Zm00001d051143","GRMZM2G459645","MSTRG.30809"
"46205","Zm00001d051149","GRMZM2G127857","MSTRG.30817"
"46206","Zm00001d051154","GRMZM2G135461","MSTRG.30821"
"46207","Zm00001d051156","GRMZM2G135091","MSTRG.30825"
"46208","Zm00001d051157","GRMZM2G135132","MSTRG.30826"
"46212","Zm00001d051158","GRMZM2G460360","MSTRG.30828"
"46214","Zm00001d051163","GRMZM2G081582","MSTRG.30827"
"46215","Zm00001d051172","GRMZM2G081406","MSTRG.30840"
"46217","Zm00001d051174","GRMZM2G081192","MSTRG.30839"
"46220","Zm00001d051175","AC205511.3_FG002","Zm00001d051175"
"46221","Zm00001d051178","GRMZM2G074436","MSTRG.30848"
"46222","Zm00001d051179","GRMZM2G466769","MSTRG.30850"
"46223","Zm00001d051180","GRMZM2G165778","MSTRG.30846"
"46224","Zm00001d051183","GRMZM2G418604","MSTRG.30852"
"46226","Zm00001d051187","GRMZM2G038820","MSTRG.30865"
"46228","Zm00001d051193","GRMZM2G368398","MSTRG.30857"
"46229","Zm00001d051194","GRMZM2G374302","MSTRG.30856"
"46240","Zm00001d051200","GRMZM2G032140","MSTRG.30861"
"46241","Zm00001d051203","GRMZM2G111756","MSTRG.30860"
"46243","Zm00001d051205","GRMZM2G461537","Zm00001d051205"
"46244","Zm00001d051206","GRMZM2G161696","MSTRG.30870"
"46245","Zm00001d051207","GRMZM2G461533","MSTRG.30872"
"46246","Zm00001d051211","GRMZM5G850355","MSTRG.30875"
"46247","Zm00001d051214","GRMZM2G111225","MSTRG.30877"
"46249","Zm00001d051216","GRMZM2G078077","MSTRG.30880"
"46253","Zm00001d051219","GRMZM2G078092","MSTRG.30883"
"46256","Zm00001d051225","GRMZM2G111922","MSTRG.30869"
"46257","Zm00001d051227","GRMZM2G149272","MSTRG.30897"
"46258","Zm00001d051229","GRMZM2G133444","MSTRG.30898"
"46260","Zm00001d051232","GRMZM2G111923","MSTRG.30900"
"46262","Zm00001d051233","GRMZM2G146786","MSTRG.30902"
"46265","Zm00001d051234","GRMZM2G447195","MSTRG.30896"
"46268","Zm00001d051235","GRMZM2G157252","MSTRG.30888"
"46269","Zm00001d051238","GRMZM2G157458","MSTRG.30891"
"46270","Zm00001d051239","GRMZM2G300924","MSTRG.30892"
"46271","Zm00001d051241","GRMZM2G071448","MSTRG.30903"
"46272","Zm00001d051242","GRMZM2G120373","MSTRG.30904"
"46274","Zm00001d051245","GRMZM2G036502","MSTRG.30914"
"46275","Zm00001d051246","GRMZM2G339367","MSTRG.30916"
"46279","Zm00001d051247","GRMZM2G039445","MSTRG.30917"
"46280","Zm00001d051249","GRMZM2G099109","MSTRG.30919"
"46283","Zm00001d051250","GRMZM2G070343","MSTRG.30922"
"46284","Zm00001d051261","GRMZM2G519736","MSTRG.30933"
"46285","Zm00001d051262","GRMZM2G134752","MSTRG.30934"
"46287","Zm00001d051264","GRMZM2G072589","MSTRG.30939"
"46288","Zm00001d051267","GRMZM2G496770","MSTRG.30942"
"46289","Zm00001d051268","GRMZM2G111015","MSTRG.30944"
"46290","Zm00001d051272","GRMZM2G060357","MSTRG.30943"
"46293","Zm00001d051286","GRMZM2G398755","MSTRG.30960"
"46294","Zm00001d051287","GRMZM2G460025","MSTRG.30955"
"46296","Zm00001d051288","GRMZM2G006219","MSTRG.30961"
"46300","Zm00001d051289","GRMZM2G404121","MSTRG.30962"
"46301","Zm00001d051291","GRMZM2G101635","MSTRG.30966"
"46303","Zm00001d051294","GRMZM2G354151","MSTRG.30965"
"46305","Zm00001d051302","GRMZM2G432060","MSTRG.30981"
"46306","Zm00001d051305","AC185422.3_FG005","MSTRG.30990"
"46307","Zm00001d051306","GRMZM2G063850","MSTRG.30985"
